epoch,accuracy,loss,val_accuracy,val_loss
0,0.9991793036460876,1.2825899124145508,0.998674213886261,1.1817822456359863
1,0.9991793036460876,1.0900673866271973,0.998674213886261,1.0017900466918945
2,0.9991793036460876,0.9222221970558167,0.998674213886261,0.8465076684951782
3,0.9991793036460876,0.778666615486145,0.998674213886261,0.714798629283905
4,0.9991793036460876,0.6576087474822998,0.998674213886261,0.6044830083847046
5,0.9991793036460876,0.5568522214889526,0.998674213886261,0.5128508806228638
6,0.9991793036460876,0.47319212555885315,0.998674213886261,0.43709397315979004
7,0.9991793036460876,0.40408796072006226,0.998674213886261,0.3745902180671692
8,0.9991793036460876,0.34704795479774475,0.998674213886261,0.32290923595428467
9,0.9991793036460876,0.29991385340690613,0.998674213886261,0.2800552248954773
10,0.9991793036460876,0.2606322765350342,0.998674213886261,0.24431127309799194
11,0.9991793036460876,0.22775952517986298,0.998674213886261,0.2143925279378891
12,0.9991793036460876,0.20017573237419128,0.998674213886261,0.18916384875774384
13,0.9991793036460876,0.17687629163265228,0.998674213886261,0.16776834428310394
14,0.9991793036460876,0.15700891613960266,0.998674213886261,0.14951133728027344
15,0.9991793036460876,0.1400098204612732,0.998674213886261,0.13386687636375427
16,0.9991793036460876,0.1254091113805771,0.998674213886261,0.120363250374794
17,0.9991793036460876,0.11277494579553604,0.998674213886261,0.10865108668804169
18,0.9991793036460876,0.10177679359912872,0.998674213886261,0.0984426885843277
19,0.9991793036460876,0.09215894341468811,0.998674213886261,0.08949775248765945
20,0.9991793036460876,0.0837249606847763,0.998674213886261,0.0816437378525734
21,0.9991793036460876,0.07627252489328384,0.998674213886261,0.07470087707042694
22,0.9991793036460876,0.06969781965017319,0.998674213886261,0.06855164468288422
23,0.9991793036460876,0.06382843106985092,0.998674213886261,0.0630766749382019
24,0.9991793036460876,0.05861741304397583,0.998674213886261,0.05821214243769646
25,0.9991793036460876,0.05395394191145897,0.998674213886261,0.05384551361203194
26,0.9991793036460876,0.049777403473854065,0.998674213886261,0.049933530390262604
27,0.9991793036460876,0.046011898666620255,0.998674213886261,0.04641350731253624
28,0.9991793036460876,0.04263289272785187,0.998674213886261,0.04323763772845268
29,0.9991793036460876,0.03957301005721092,0.998674213886261,0.04037013649940491
30,0.9991793036460876,0.0368054024875164,0.998674213886261,0.03777579590678215
31,0.9991793036460876,0.03429490327835083,0.998674213886261,0.035432975739240646
32,0.9991793036460876,0.032012250274419785,0.998674213886261,0.03329494968056679
33,0.9991793036460876,0.029933679848909378,0.998674213886261,0.03135279193520546
34,0.9991793036460876,0.02804095298051834,0.998674213886261,0.029589910060167313
35,0.9991793036460876,0.02631884254515171,0.998674213886261,0.02797698602080345
36,0.9991793036460876,0.024735383689403534,0.998674213886261,0.02650885470211506
37,0.9991793036460876,0.023297622799873352,0.998674213886261,0.025164924561977386
38,0.9991793036460876,0.021976957097649574,0.998674213886261,0.023940593004226685
39,0.9991793036460876,0.020763620734214783,0.998674213886261,0.02281547151505947
40,0.9991793036460876,0.019654655829072,0.998674213886261,0.021786540746688843
41,0.9991793036460876,0.01863665133714676,0.998674213886261,0.020845700055360794
42,0.9991793036460876,0.017700493335723877,0.998674213886261,0.019988402724266052
43,0.9991793036460876,0.016840100288391113,0.998674213886261,0.019199367612600327
44,0.9991793036460876,0.01605048216879368,0.998674213886261,0.018475398421287537
45,0.9991793036460876,0.015321514569222927,0.998674213886261,0.01781114935874939
46,0.9991793036460876,0.014652309007942677,0.998674213886261,0.01720256172120571
47,0.9991793036460876,0.014036460779607296,0.998674213886261,0.01664397306740284
48,0.9991793036460876,0.013469650410115719,0.998674213886261,0.0161318089812994
49,0.9991793036460876,0.012948191724717617,0.998674213886261,0.01566367596387863
